t,rpm,speed_mph,coolant_c,accel_g,distance_miles,fuel_rate_gph,maf_gps,instant_mpg
0.0,782.0,8.699197,87.0,0.0,0.0,0.0,0.0,0.0
0.259,774.0,8.699197,87.0,0.0,0.000478,0.0,0.0,0.0
0.418,773.0,8.077825,88.0,0.0,0.000846,0.0,0.0,0.0
0.58,761.0,8.077825,88.0,0.0,0.001216,0.0,0.0,0.0
0.76,767.0,8.077825,88.0,-0.037254,0.001618,0.0,0.0,0.0
0.913,760.0,7.456454,88.0,-0.086628,0.001924,0.0,0.0,0.0
1.036,768.0,7.456454,88.0,-0.045851,0.002189,0.0,0.0,0.0
1.169,751.0,7.456454,88.0,-0.048117,0.002469,0.0,0.0,0.0
1.285,753.0,7.456454,88.0,-0.053998,0.002685,0.0,0.0,0.0
1.45,760.0,7.456454,88.0,0.0,0.003043,0.0,0.0,0.0
1.616,778.0,7.456454,88.0,0.0,0.003357,0.0,0.0,0.0
1.72,781.0,7.456454,88.0,0.0,0.003595,0.0,0.0,0.0
1.842,780.0,7.456454,88.0,0.0,0.003824,0.0,0.0,0.0
1.934,784.0,7.456454,88.0,0.0,0.004033,0.0,0.0,0.0
2.041,779.0,7.456454,88.0,0.0,0.00425,0.0,0.0,0.0
2.177,779.0,7.456454,88.0,0.0,0.004547,0.0,0.0,0.0
2.297,778.0,7.456454,88.0,0.0,0.004775,0.0,0.0,0.0
2.437,782.0,7.456454,88.0,0.0,0.005064,0.0,0.0,0.0
2.541,787.0,7.456454,88.0,0.0,0.005278,0.0,0.0,0.0
2.651,785.0,7.456454,88.0,0.0,0.005509,0.0,0.0,0.0
2.797,786.0,6.835083,88.0,-0.056644,0.00578,0.0,0.0,0.0
2.925,775.0,6.835083,88.0,-0.058087,0.006031,0.0,0.0,0.0
3.041,782.0,6.835083,88.0,-0.05668,0.00625,0.0,0.0,0.0
3.147,778.0,6.835083,88.0,-0.057075,0.006454,0.0,0.0,0.0
3.26,783.0,6.213712,88.0,-0.061232,0.006639,0.0,0.0,0.0
3.377,771.0,6.213712,88.0,-0.062567,0.006856,0.0,0.0,0.0
3.493,750.0,6.213712,88.0,-0.062646,0.007054,0.0,0.0,0.0
3.795,702.0,4.97097,88.0,-0.131266,0.007556,0.0,0.0,0.0
3.968,671.0,4.97097,88.0,-0.07997,0.007705,0.0,0.0,0.0
4.123,658.0,4.97097,88.0,-0.075925,0.007924,0.0,0.0,0.0
4.269,645.0,3.728227,88.0,-0.145947,0.008087,0.0,0.0,0.0
4.443,635.0,3.728227,88.0,-0.087374,0.00826,0.0,0.0,0.0
4.607,635.0,3.728227,88.0,-0.088601,0.008419,0.0,0.0,0.0
4.775,638.0,2.485485,88.0,-0.173841,0.00854,0.0,0.0,0.0
4.891,646.0,2.485485,88.0,-0.091066,0.008621,0.0,0.0,0.0
5.024,653.0,2.485485,88.0,-0.097461,0.008712,0.0,0.0,0.0
5.129,658.0,1.864114,88.0,-0.162988,0.008764,0.0,0.0,0.0
5.301,666.0,1.864114,88.0,-0.053868,0.008852,0.0,0.0,0.0
5.471,675.0,1.864114,88.0,-0.048862,0.008956,0.0,0.0,0.0
5.658,679.0,1.864114,88.0,-0.044732,0.009037,0.0,0.0,0.0
5.785,682.0,1.864114,88.0,0.0,0.009101,0.0,0.0,0.0
5.896,685.0,1.864114,88.0,0.0,0.009166,0.0,0.0,0.0
6.008,684.0,1.864114,88.0,0.0,0.009215,0.0,0.0,0.0
6.121,680.0,1.864114,88.0,0.0,0.009277,0.0,0.0,0.0
6.225,681.0,1.864114,88.0,0.0,0.009335,0.0,0.0,0.0
6.336,677.0,1.864114,88.0,0.0,0.009389,0.0,0.0,0.0
6.48,675.0,1.864114,88.0,0.0,0.009462,0.0,0.0,0.0
6.621,671.0,1.864114,88.0,0.0,0.009558,0.0,0.0,0.0
6.801,678.0,1.864114,88.0,0.0,0.009631,0.0,0.0,0.0
6.957,674.0,1.864114,88.0,0.0,0.009713,0.0,0.0,0.0
7.124,675.0,1.864114,88.0,0.0,0.009795,0.0,0.0,0.0
7.244,675.0,1.864114,88.0,0.0,0.009857,0.0,0.0,0.0
7.337,681.0,1.864114,88.0,0.0,0.009913,0.0,0.0,0.0
7.479,681.0,1.864114,88.0,0.0,0.009983,0.0,0.0,0.0
7.629,681.0,1.864114,88.0,0.0,0.010061,0.0,0.0,0.0
7.805,672.0,1.864114,88.0,0.0,0.010151,0.0,0.0,0.0
7.953,668.0,1.864114,88.0,0.0,0.010225,0.0,0.0,0.0
8.077,671.0,1.864114,88.0,0.0,0.010292,0.0,0.0,0.0
8.195,670.0,1.864114,88.0,0.0,0.010351,0.0,0.0,0.0
8.315,667.0,1.864114,88.0,0.0,0.010411,0.0,0.0,0.0
8.463,672.0,0.0,88.0,-0.166414,0.010411,0.0,0.0,0.0
8.636,673.0,0.0,88.0,-0.151999,0.010411,0.0,0.0,0.0
8.749,675.0,0.0,88.0,-0.153537,0.010411,0.0,0.0,0.0
8.864,677.0,0.0,88.0,-0.154883,0.010411,0.0,0.0,0.0
8.996,678.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.189,683.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.332,678.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.497,679.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.648,679.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.848,675.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
9.993,671.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.161,667.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.3,666.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.471,666.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.647,665.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.809,688.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
10.996,839.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.143,939.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.252,1080.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.371,1172.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.488,1232.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.64,1244.0,0.0,88.0,0.0,0.010411,0.0,0.0,0.0
11.737,1235.0,2.485485,88.0,0.23388,0.010475,0.0,0.0,0.0
11.847,1221.0,2.485485,88.0,0.238307,0.010551,0.0,0.0,0.0
11.979,1189.0,2.485485,88.0,0.230495,0.010646,0.0,0.0,0.0
12.096,1141.0,2.485485,88.0,0.248401,0.010728,0.0,0.0,0.0
12.217,1097.0,3.728227,88.0,0.118007,0.010848,0.0,0.0,0.0
12.345,1045.0,3.728227,88.0,0.113778,0.010987,0.0,0.0,0.0
12.488,994.0,3.728227,88.0,0.111471,0.011131,0.0,0.0,0.0
12.597,944.0,3.728227,88.0,0.113152,0.011244,0.0,0.0,0.0
12.701,935.0,4.97097,88.0,0.117042,0.01138,0.0,0.0,0.0
12.812,946.0,4.97097,88.0,0.121214,0.011534,0.0,0.0,0.0
12.931,963.0,4.97097,88.0,0.127749,0.011702,0.0,0.0,0.0
13.054,987.0,4.97097,88.0,0.123999,0.011875,0.0,0.0,0.0
13.18,1025.0,4.349598,88.0,-0.05908,0.012029,0.0,0.0,0.0
13.316,1049.0,4.349598,88.0,-0.056199,0.012194,0.0,0.0,0.0
13.411,1066.0,4.349598,88.0,-0.058991,0.012307,0.0,0.0,0.0
13.532,1087.0,4.349598,88.0,-0.059179,0.012457,0.0,0.0,0.0
13.701,1127.0,4.349598,88.0,0.0,0.012655,0.0,0.0,0.0
13.84,1146.0,4.349598,88.0,0.0,0.012824,0.0,0.0,0.0
13.993,1160.0,4.349598,88.0,0.0,0.013,0.0,0.0,0.0
14.096,1178.0,6.213712,88.0,0.15076,0.013189,0.0,0.0,0.0
14.193,1194.0,6.213712,88.0,0.172709,0.013367,0.0,0.0,0.0
14.348,1211.0,6.213712,88.0,0.167343,0.013625,0.0,0.0,0.0
14.496,1228.0,6.213712,88.0,0.168952,0.013879,0.0,0.0,0.0
14.604,1246.0,6.213712,88.0,0.0,0.014136,0.0,0.0,0.0
14.729,1264.0,6.213712,88.0,0.0,0.014287,0.0,0.0,0.0
14.853,1273.0,6.213712,88.0,0.0,0.0145,0.0,0.0,0.0
14.997,1285.0,6.213712,88.0,0.0,0.014743,0.0,0.0,0.0
15.112,1300.0,5.592341,88.0,-0.055758,0.014918,0.0,0.0,0.0
15.227,1312.0,5.592341,88.0,-0.056865,0.015098,0.0,0.0,0.0
15.351,1329.0,5.592341,88.0,-0.056902,0.015285,0.0,0.0,0.0
15.493,1339.0,5.592341,88.0,-0.057076,0.015513,0.0,0.0,0.0
15.6,1342.0,6.835083,88.0,0.116066,0.015706,0.0,0.0,0.0
15.705,1353.0,6.835083,88.0,0.118608,0.015911,0.0,0.0,0.0
15.836,1357.0,6.835083,88.0,0.116879,0.016172,0.0,0.0,0.0
15.946,1360.0,6.835083,88.0,0.125176,0.016381,0.0,0.0,0.0
16.056,1371.0,6.835083,88.0,0.0,0.016577,0.0,0.0,0.0
16.193,1384.0,6.835083,88.0,0.0,0.016847,0.0,0.0,0.0
16.349,1383.0,6.835083,88.0,0.0,0.017155,0.0,0.0,0.0
16.456,1385.0,6.835083,88.0,0.0,0.017353,0.0,0.0,0.0
16.577,1389.0,6.835083,88.0,0.0,0.017583,0.0,0.0,0.0
16.688,1393.0,6.835083,88.0,0.0,0.017778,0.0,0.0,0.0
16.852,1392.0,6.835083,88.0,0.0,0.018096,0.0,0.0,0.0
17.007,1381.0,6.835083,88.0,0.0,0.018394,0.0,0.0,0.0
17.121,1383.0,6.835083,88.0,0.0,0.018591,0.0,0.0,0.0
17.231,1389.0,6.835083,88.0,0.0,0.018824,0.0,0.0,0.0
17.369,1379.0,6.835083,88.0,0.0,0.019083,0.0,0.0,0.0
17.519,1373.0,6.835083,88.0,0.0,0.019368,0.0,0.0,0.0
17.624,1366.0,6.835083,88.0,0.0,0.019562,0.0,0.0,0.0
17.729,1362.0,6.835083,88.0,0.0,0.019767,0.0,0.0,0.0
17.869,1345.0,8.077825,88.0,0.113379,0.020071,0.0,0.0,0.0
18.011,1335.0,8.077825,88.0,0.115099,0.020396,0.0,0.0,0.0
18.125,1310.0,8.077825,88.0,0.112927,0.020649,0.0,0.0,0.0
18.248,1289.0,8.077825,88.0,0.109168,0.020933,0.0,0.0,0.0
18.369,1264.0,8.077825,88.0,0.0,0.021183,0.0,0.0,0.0
18.517,1239.0,8.077825,88.0,0.0,0.021525,0.0,0.0,0.0
18.676,1219.0,8.077825,88.0,0.0,0.021887,0.0,0.0,0.0
18.78,1220.0,8.077825,88.0,0.0,0.022126,0.0,0.0,0.0
18.893,1232.0,7.456454,88.0,-0.054102,0.022347,0.0,0.0,0.0
19.028,1246.0,7.456454,88.0,-0.055478,0.022626,0.0,0.0,0.0
19.185,1268.0,7.456454,88.0,-0.055688,0.022964,0.0,0.0,0.0
19.292,1303.0,7.456454,88.0,-0.055366,0.023171,0.0,0.0,0.0
19.405,1317.0,7.456454,88.0,0.0,0.023404,0.0,0.0,0.0
19.555,1279.0,7.456454,88.0,0.0,0.023712,0.0,0.0,0.0
19.691,1159.0,7.456454,88.0,0.0,0.024005,0.0,0.0,0.0
19.795,1014.0,7.456454,88.0,0.0,0.024229,0.0,0.0,0.0
19.905,930.0,7.456454,88.0,0.0,0.024451,0.0,0.0,0.0
20.048,861.0,7.456454,88.0,0.0,0.024757,0.0,0.0,0.0
20.205,841.0,7.456454,88.0,0.0,0.025082,0.0,0.0,0.0
20.361,833.0,8.699197,88.0,0.100101,0.02546,0.0,0.0,0.0
20.475,841.0,8.699197,88.0,0.099352,0.025717,0.0,0.0,0.0
20.572,855.0,8.699197,88.0,0.108103,0.025962,0.0,0.0,0.0
20.712,864.0,8.077825,88.0,0.05587,0.026271,0.0,0.0,0.0
20.861,866.0,8.077825,88.0,-0.056704,0.026605,0.0,0.0,0.0
20.959,863.0,8.077825,88.0,-0.058512,0.026813,0.0,0.0,0.0
21.061,874.0,8.077825,88.0,-0.057875,0.027056,0.0,0.0,0.0
21.221,883.0,7.456454,88.0,-0.05566,0.027381,0.0,0.0,0.0
21.359,902.0,7.456454,88.0,-0.056816,0.027681,0.0,0.0,0.0
21.472,929.0,7.456454,88.0,-0.055232,0.027892,0.0,0.0,0.0
21.571,942.0,7.456454,88.0,-0.055502,0.028112,0.0,0.0,0.0
21.721,954.0,8.699197,88.0,0.113341,0.028468,0.0,0.0,0.0
21.868,957.0,8.699197,88.0,0.111368,0.028815,0.0,0.0,0.0
21.981,954.0,8.699197,88.0,0.111323,0.029099,0.0,0.0,0.0
22.096,951.0,8.699197,88.0,0.107949,0.029382,0.0,0.0,0.0
22.22,949.0,8.077825,88.0,-0.056722,0.029657,0.0,0.0,0.0
22.372,947.0,8.077825,88.0,-0.056228,0.030001,0.0,0.0,0.0
22.545,939.0,8.077825,88.0,-0.050213,0.030386,0.0,0.0,0.0
22.653,935.0,8.077825,88.0,-0.050842,0.030636,0.0,0.0,0.0
22.76,935.0,8.077825,88.0,0.0,0.03088,0.0,0.0,0.0
22.887,932.0,8.077825,88.0,0.0,0.031154,0.0,0.0,0.0
23.032,931.0,8.077825,88.0,0.0,0.031483,0.0,0.0,0.0
23.14,924.0,9.320568,88.0,0.116442,0.031765,0.0,0.0,0.0
23.261,912.0,9.320568,88.0,0.1132,0.032059,0.0,0.0,0.0
23.4,902.0,9.320568,88.0,0.110366,0.03244,0.0,0.0,0.0
23.537,896.0,9.320568,88.0,0.112208,0.032804,0.0,0.0,0.0
23.651,896.0,9.320568,88.0,0.0,0.033077,0.0,0.0,0.0
23.745,889.0,9.320568,88.0,0.0,0.033327,0.0,0.0,0.0
23.913,885.0,9.320568,88.0,0.0,0.033762,0.0,0.0,0.0
24.072,889.0,9.320568,88.0,0.0,0.03418,0.0,0.0,0.0
24.209,871.0,9.320568,88.0,0.0,0.034513,0.0,0.0,0.0
24.308,874.0,9.320568,88.0,0.0,0.034756,0.0,0.0,0.0
24.42,874.0,9.320568,88.0,0.0,0.035068,0.0,0.0,0.0
24.576,881.0,9.320568,88.0,0.0,0.035478,0.0,0.0,0.0
24.727,875.0,9.320568,88.0,0.0,0.035867,0.0,0.0,0.0
24.848,868.0,9.320568,88.0,0.0,0.03619,0.0,0.0,0.0
24.956,866.0,9.320568,88.0,0.0,0.036464,0.0,0.0,0.0
25.075,865.0,9.320568,88.0,0.0,0.036778,0.0,0.0,0.0
25.225,856.0,9.320568,88.0,0.0,0.037155,0.0,0.0,0.0
25.387,859.0,9.320568,88.0,0.0,0.037588,0.0,0.0,0.0
25.504,863.0,9.320568,88.0,0.0,0.037888,0.0,0.0,0.0
25.617,853.0,9.320568,88.0,0.0,0.038166,0.0,0.0,0.0
25.777,856.0,9.320568,88.0,0.0,0.038593,0.0,0.0,0.0
25.924,842.0,9.320568,88.0,0.0,0.038968,0.0,0.0,0.0
26.085,843.0,9.320568,88.0,0.0,0.039388,0.0,0.0,0.0
26.252,852.0,9.320568,88.0,0.0,0.039819,0.0,0.0,0.0
26.357,835.0,9.320568,88.0,0.0,0.040096,0.0,0.0,0.0
26.469,830.0,9.320568,88.0,0.0,0.040375,0.0,0.0,0.0
26.58,831.0,9.320568,88.0,0.0,0.040667,0.0,0.0,0.0
26.725,828.0,9.320568,88.0,0.0,0.041054,0.0,0.0,0.0
26.847,821.0,8.699197,88.0,-0.057854,0.04134,0.0,0.0,0.0
26.945,813.0,8.699197,88.0,-0.059558,0.041577,0.0,0.0,0.0
27.129,819.0,8.699197,88.0,-0.051578,0.042029,0.0,0.0,0.0
27.252,821.0,8.699197,88.0,-0.053738,0.042322,0.0,0.0,0.0
27.391,828.0,8.699197,88.0,0.0,0.042642,0.0,0.0,0.0
27.503,825.0,8.699197,88.0,0.0,0.042917,0.0,0.0,0.0
27.624,826.0,8.699197,88.0,0.0,0.04323,0.0,0.0,0.0
27.761,824.0,8.699197,88.0,0.0,0.043544,0.0,0.0,0.0
27.895,835.0,8.077825,88.0,-0.056243,0.04384,0.0,0.0,0.0
28.028,828.0,8.077825,88.0,-0.054036,0.04418,0.0,0.0,0.0
28.164,833.0,8.077825,88.0,-0.05246,0.044463,0.0,0.0,0.0
28.295,825.0,7.456454,88.0,-0.106004,0.044726,0.0,0.0,0.0
28.424,843.0,7.456454,88.0,-0.053537,0.044986,0.0,0.0,0.0
28.535,841.0,7.456454,88.0,-0.05578,0.045224,0.0,0.0,0.0
28.643,840.0,7.456454,88.0,-0.05913,0.045442,0.0,0.0,0.0
28.764,832.0,8.699197,88.0,0.120781,0.04573,0.0,0.0,0.0
28.904,828.0,8.699197,88.0,0.117995,0.046076,0.0,0.0,0.0
29.02,827.0,8.699197,88.0,0.116887,0.04635,0.0,0.0,0.0
29.139,839.0,8.699197,88.0,0.114218,0.046629,0.0,0.0,0.0
29.264,836.0,8.077825,88.0,-0.056651,0.04691,0.0,0.0,0.0
29.413,841.0,8.077825,88.0,-0.055722,0.047241,0.0,0.0,0.0
29.516,839.0,8.077825,88.0,-0.057123,0.047491,0.0,0.0,0.0
29.64,836.0,8.077825,88.0,-0.056504,0.04777,0.0,0.0,0.0
29.758,830.0,7.456454,88.0,-0.057396,0.048012,0.0,0.0,0.0
29.904,825.0,7.456454,88.0,-0.057604,0.048341,0.0,0.0,0.0
30.03,829.0,7.456454,88.0,-0.055087,0.048664,0.0,0.0,0.0
30.177,838.0,7.456454,88.0,-0.052766,0.048874,0.0,0.0,0.0
30.284,832.0,7.456454,88.0,0.0,0.049097,0.0,0.0,0.0
30.409,828.0,7.456454,88.0,0.0,0.049346,0.0,0.0,0.0
30.525,827.0,7.456454,88.0,0.0,0.049589,0.0,0.0,0.0
30.64,821.0,7.456454,88.0,0.0,0.049823,0.0,0.0,0.0
30.765,828.0,7.456454,88.0,0.0,0.050086,0.0,0.0,0.0
30.939,825.0,7.456454,88.0,0.0,0.050453,0.0,0.0,0.0
31.086,821.0,7.456454,88.0,0.0,0.050763,0.0,0.0,0.0
31.193,818.0,6.835083,88.0,-0.051247,0.050982,0.0,0.0,0.0
31.315,815.0,6.835083,88.0,-0.051435,0.051198,0.0,0.0,0.0
31.44,814.0,6.835083,88.0,-0.056579,0.051435,0.0,0.0,0.0
31.589,828.0,6.835083,88.0,-0.05627,0.051715,0.0,0.0,0.0
31.696,888.0,6.835083,88.0,0.0,0.051906,0.0,0.0,0.0
31.788,954.0,6.835083,88.0,0.0,0.052097,0.0,0.0,0.0
31.915,1025.0,6.835083,88.0,0.0,0.05233,0.0,0.0,0.0
32.031,1113.0,6.835083,88.0,0.0,0.052543,0.0,0.0,0.0
32.137,1192.0,6.835083,88.0,0.0,0.052756,0.0,0.0,0.0
32.28,1291.0,6.835083,88.0,0.0,0.053046,0.0,0.0,0.0
32.461,1308.0,6.835083,88.0,0.0,0.053367,0.0,0.0,0.0
32.624,1318.0,6.213712,88.0,-0.0478,0.053659,0.0,0.0,0.0
32.793,1346.0,6.213712,88.0,-0.043146,0.053933,0.0,0.0,0.0
32.921,1357.0,6.213712,88.0,-0.044215,0.054165,0.0,0.0,0.0
33.04,1367.0,6.213712,88.0,-0.048966,0.054372,0.0,0.0,0.0
33.153,1374.0,6.213712,88.0,0.0,0.054574,0.0,0.0,0.0
33.3,1384.0,6.213712,88.0,0.0,0.054809,0.0,0.0,0.0
33.453,1392.0,7.456454,88.0,0.106387,0.055141,0.0,0.0,0.0
33.61,1389.0,7.456454,88.0,0.099426,0.055458,0.0,0.0,0.0
33.721,1382.0,7.456454,88.0,0.09966,0.055692,0.0,0.0,0.0
33.825,1376.0,7.456454,88.0,0.107918,0.055916,0.0,0.0,0.0
33.963,1371.0,8.699197,88.0,0.111158,0.056255,0.0,0.0,0.0
34.123,1349.0,8.699197,88.0,0.110302,0.056637,0.0,0.0,0.0
34.264,1332.0,8.699197,88.0,0.1043,0.056985,0.0,0.0,0.0
34.38,1325.0,8.699197,88.0,0.102053,0.057242,0.0,0.0,0.0
34.476,1325.0,8.077825,88.0,-0.055177,0.057461,0.0,0.0,0.0
34.621,1342.0,8.077825,88.0,-0.056896,0.057795,0.0,0.0,0.0
34.784,1389.0,8.077825,88.0,-0.054467,0.058146,0.0,0.0,0.0
34.944,1417.0,7.456454,88.0,-0.100379,0.058482,0.0,0.0,0.0
35.064,1418.0,7.456454,88.0,-0.048228,0.058732,0.0,0.0,0.0
35.168,1339.0,7.456454,88.0,-0.051771,0.058952,0.0,0.0,0.0
35.288,1170.0,7.456454,88.0,-0.056267,0.059192,0.0,0.0,0.0
35.392,1060.0,8.699197,88.0,0.126391,0.059465,0.0,0.0,0.0
35.521,970.0,8.699197,88.0,0.123947,0.059764,0.0,0.0,0.0
35.633,900.0,8.699197,88.0,0.121839,0.060045,0.0,0.0,0.0
35.809,862.0,8.699197,88.0,0.108753,0.060459,0.0,0.0,0.0
35.952,857.0,8.077825,88.0,-0.050597,0.060775,0.0,0.0,0.0
36.051,867.0,8.077825,88.0,-0.053386,0.061004,0.0,0.0,0.0
36.177,877.0,8.077825,88.0,-0.05209,0.061273,0.0,0.0,0.0
36.32,888.0,8.077825,88.0,-0.055374,0.061617,0.0,0.0,0.0
36.48,894.0,8.077825,88.0,0.0,0.061965,0.0,0.0,0.0
36.607,891.0,8.077825,88.0,0.0,0.06224,0.0,0.0,0.0
36.715,892.0,8.077825,88.0,0.0,0.062485,0.0,0.0,0.0
36.823,894.0,8.077825,88.0,0.0,0.06271,0.0,0.0,0.0
36.985,889.0,8.077825,88.0,0.0,0.063104,0.0,0.0,0.0
37.17,885.0,8.077825,88.0,0.0,0.063508,0.0,0.0,0.0
37.325,877.0,8.077825,88.0,0.0,0.063862,0.0,0.0,0.0
37.453,877.0,8.077825,88.0,0.0,0.064141,0.0,0.0,0.0
37.557,875.0,8.077825,88.0,0.0,0.064379,0.0,0.0,0.0
37.669,871.0,8.077825,88.0,0.0,0.064632,0.0,0.0,0.0
37.804,857.0,9.320568,88.0,0.118309,0.064991,0.0,0.0,0.0
37.991,852.0,9.320568,88.0,0.10521,0.065457,0.0,0.0,0.0
38.121,850.0,9.320568,88.0,0.100435,0.065818,0.0,0.0,0.0
38.236,850.0,9.320568,88.0,0.099854,0.066104,0.0,0.0,0.0
38.348,853.0,9.320568,88.0,0.0,0.066368,0.0,0.0,0.0
38.488,848.0,9.320568,88.0,0.0,0.066739,0.0,0.0,0.0
38.631,837.0,9.320568,88.0,0.0,0.067109,0.0,0.0,0.0
38.735,828.0,9.320568,88.0,0.0,0.067383,0.0,0.0,0.0
38.844,828.0,9.320568,88.0,0.0,0.06768,0.0,0.0,0.0
38.981,832.0,9.320568,88.0,0.0,0.068046,0.0,0.0,0.0
39.132,819.0,9.320568,88.0,0.0,0.068426,0.0,0.0,0.0
39.292,820.0,8.699197,88.0,-0.050914,0.068803,0.0,0.0,0.0
39.46,826.0,8.699197,88.0,-0.045992,0.069194,0.0,0.0,0.0
39.56,803.0,8.699197,88.0,-0.048881,0.069433,0.0,0.0,0.0
39.665,808.0,8.699197,88.0,-0.053221,0.069701,0.0,0.0,0.0
39.792,803.0,8.699197,88.0,0.0,0.070018,0.0,0.0,0.0
39.912,801.0,8.699197,88.0,0.0,0.070307,0.0,0.0,0.0
40.033,801.0,8.699197,88.0,0.0,0.070581,0.0,0.0,0.0
40.156,793.0,8.077825,88.0,-0.057585,0.070874,0.0,0.0,0.0
40.263,789.0,8.077825,88.0,-0.060052,0.071104,0.0,0.0,0.0
40.372,791.0,8.077825,88.0,-0.061617,0.071347,0.0,0.0,0.0
40.487,792.0,8.077825,88.0,-0.062298,0.071613,0.0,0.0,0.0
40.637,789.0,8.077825,88.0,0.0,0.071948,0.0,0.0,0.0
40.795,774.0,8.077825,88.0,0.0,0.072306,0.0,0.0,0.0
40.907,788.0,8.077825,88.0,0.0,0.072563,0.0,0.0,0.0
41.027,777.0,8.077825,88.0,0.0,0.072817,0.0,0.0,0.0
41.164,778.0,8.077825,88.0,0.0,0.073136,0.0,0.0,0.0
41.301,777.0,8.077825,88.0,0.0,0.073431,0.0,0.0,0.0
41.413,771.0,8.077825,88.0,0.0,0.073696,0.0,0.0,0.0
41.533,768.0,7.456454,88.0,-0.056083,0.073935,0.0,0.0,0.0
41.672,766.0,7.456454,88.0,-0.055785,0.074235,0.0,0.0,0.0
41.832,769.0,7.456454,88.0,-0.053304,0.074603,0.0,0.0,0.0
41.98,773.0,7.456454,88.0,-0.0499,0.074874,0.0,0.0,0.0
42.101,776.0,7.456454,88.0,0.0,0.075127,0.0,0.0,0.0
42.24,771.0,7.456454,88.0,0.0,0.075415,0.0,0.0,0.0
42.356,771.0,7.456454,88.0,0.0,0.075651,0.0,0.0,0.0
42.512,773.0,8.699197,88.0,0.106473,0.076032,0.0,0.0,0.0
42.65,771.0,8.699197,88.0,0.103134,0.076345,0.0,0.0,0.0
42.755,774.0,8.699197,88.0,0.10981,0.076609,0.0,0.0,0.0
42.863,768.0,8.699197,88.0,0.111732,0.076858,0.0,0.0,0.0
43.008,759.0,8.077825,88.0,-0.057145,0.077191,0.0,0.0,0.0
43.155,759.0,8.077825,88.0,-0.056081,0.077519,0.0,0.0,0.0
43.317,767.0,8.077825,88.0,-0.050473,0.077878,0.0,0.0,0.0
43.425,766.0,7.456454,88.0,-0.100839,0.078096,0.0,0.0,0.0
43.528,759.0,7.456454,88.0,-0.054456,0.078327,0.0,0.0,0.0
43.697,770.0,7.456454,88.0,-0.052278,0.078672,0.0,0.0,0.0
43.855,782.0,7.456454,88.0,-0.052591,0.078992,0.0,0.0,0.0
43.991,787.0,7.456454,88.0,0.0,0.079297,0.0,0.0,0.0
44.104,784.0,7.456454,88.0,0.0,0.07951,0.0,0.0,0.0
44.212,785.0,7.456454,88.0,0.0,0.079757,0.0,0.0,0.0
44.351,782.0,7.456454,88.0,0.0,0.080022,0.0,0.0,0.0
44.445,782.0,7.456454,88.0,0.0,0.080219,0.0,0.0,0.0
44.54,791.0,7.456454,88.0,0.0,0.080442,0.0,0.0,0.0
44.684,812.0,7.456454,88.0,0.0,0.080705,0.0,0.0,0.0
44.836,816.0,8.699197,88.0,0.116748,0.081075,0.0,0.0,0.0
45.013,824.0,8.699197,88.0,0.099684,0.081512,0.0,0.0,0.0
45.153,838.0,8.699197,88.0,0.09247,0.081846,0.0,0.0,0.0
45.277,841.0,8.077825,88.0,0.047782,0.08213,0.0,0.0,0.0
45.387,840.0,8.077825,88.0,-0.051402,0.082373,0.0,0.0,0.0
45.525,839.0,8.077825,88.0,-0.055339,0.0827,0.0,0.0,0.0
45.687,834.0,8.077825,88.0,-0.052993,0.083058,0.0,0.0,0.0
45.857,832.0,7.456454,88.0,-0.048789,0.083414,0.0,0.0,0.0
46.001,820.0,7.456454,88.0,-0.046171,0.083706,0.0,0.0,0.0
46.114,829.0,7.456454,88.0,-0.04812,0.083937,0.0,0.0,0.0
46.216,830.0,6.835083,88.0,-0.107205,0.084123,0.0,0.0,0.0
46.357,820.0,6.835083,88.0,-0.05674,0.084396,0.0,0.0,0.0
46.528,805.0,6.835083,88.0,-0.053737,0.084723,0.0,0.0,0.0
46.697,807.0,6.213712,88.0,-0.097158,0.085012,0.0,0.0,0.0
46.841,801.0,6.213712,88.0,-0.045312,0.085246,0.0,0.0,0.0
46.945,778.0,6.213712,88.0,-0.048139,0.085435,0.0,0.0,0.0
47.049,757.0,6.213712,88.0,-0.054324,0.085625,0.0,0.0,0.0
47.197,726.0,4.97097,88.0,-0.113207,0.085832,0.0,0.0,0.0
47.373,691.0,4.97097,88.0,-0.106477,0.086078,0.0,0.0,0.0
