t,rpm,speed_mph,coolant_c,accel_g,distance_miles,fuel_rate_gph,maf_gps,instant_mpg
380.401,2553.0,61.515748,87.0,0.0,2.147683,0.0,2.59,45.588116
380.659,2542.0,61.515748,87.0,0.0,2.152193,0.0,2.59,45.588116
380.889,2536.0,61.515748,87.0,0.0,2.156121,0.0,2.59,45.588116
381.18,2533.0,60.894377,87.0,-0.027782,2.160979,0.0,2.59,45.588116
381.421,2525.0,60.894377,87.0,-0.027782,2.166028,0.0,2.59,45.588116
381.716,2525.0,60.894377,87.0,-0.0268,2.169984,0.0,2.59,45.588116
381.986,2521.0,60.894377,87.0,-0.025814,2.174633,0.0,2.59,45.588116
382.224,2514.0,60.894377,87.0,0.0,2.178613,0.0,2.59,45.588116
382.506,2514.0,60.273006,87.0,-0.026107,2.183359,0.0,2.59,45.588116
382.756,2492.0,60.273006,87.0,-0.027239,2.187602,0.0,2.59,45.588116
383.013,2500.0,59.651634,87.0,-0.055153,2.191883,0.0,2.59,45.588116
383.317,2484.0,59.651634,87.0,-0.051857,2.196789,0.0,2.59,45.588116
383.549,2492.0,59.651634,87.0,-0.02715,2.200684,0.0,2.59,45.588116
383.773,2486.0,59.651634,87.0,-0.027846,2.204477,0.0,2.59,45.588116
384.023,2478.0,59.651634,87.0,0.0,2.20854,0.0,2.59,45.588116
384.256,2466.0,59.651634,87.0,0.0,2.212504,0.0,2.59,45.588116
384.501,2463.0,59.651634,87.0,0.0,2.216386,0.0,2.59,45.588116
384.744,2467.0,59.651634,87.0,0.0,2.220401,0.0,2.59,45.588116
385.023,2458.0,59.651634,86.0,0.0,2.22523,0.0,2.59,45.588116
385.264,2457.0,59.651634,87.0,0.0,2.229205,0.0,2.59,45.588116
385.528,2450.0,59.651634,86.0,0.0,2.233545,0.0,2.59,45.588116
385.769,2447.0,59.651634,87.0,0.0,2.237619,0.0,2.59,45.588116
386.036,2442.0,59.030263,86.0,-0.02798,2.241964,0.0,2.59,45.588116
386.288,2442.0,59.030263,86.0,-0.027645,2.247302,0.0,2.59,45.588116
386.603,2432.0,59.030263,86.0,-0.026349,2.25127,0.0,2.59,45.588116
386.871,2432.0,58.408892,86.0,-0.05139,2.255557,0.0,2.59,45.588116
387.099,2432.0,58.408892,86.0,-0.026632,2.259087,0.0,2.59,45.588116
387.367,2429.0,57.787521,86.0,-0.052486,2.263582,0.0,2.59,45.588116
387.616,2420.0,57.787521,86.0,-0.05594,2.267457,0.0,2.59,45.588116
387.872,2432.0,59.030263,86.0,-0.05594,2.271763,0.0,2.59,45.588116
388.103,2435.0,59.030263,86.0,-0.05594,2.275434,0.0,2.59,45.588116
388.36,2521.0,58.408892,86.0,-0.05594,2.279724,0.0,2.59,45.588116
388.604,2509.0,58.408892,86.0,0.028657,2.283705,0.0,2.59,45.588116
388.881,2540.0,57.787521,86.0,-0.056192,2.288113,0.0,2.59,45.588116
389.125,2560.0,57.787521,86.0,-0.055436,2.292071,0.0,2.59,45.588116
389.377,2569.0,57.787521,86.0,-0.027855,2.296016,0.0,2.59,45.588116
389.596,2576.0,59.030263,86.0,-0.027855,2.299538,0.0,2.59,45.588116
389.863,2488.0,59.030263,86.0,0.057641,2.303947,0.0,2.59,45.588116
390.096,2429.0,58.408892,86.0,0.057641,2.307832,0.0,2.59,45.588116
390.389,2446.0,58.408892,86.0,0.027981,2.312518,0.0,2.59,45.588116
390.637,2434.0,58.408892,86.0,-0.027199,2.316797,0.0,2.59,45.588116
390.889,2447.0,58.408892,86.0,-0.027631,2.320563,0.0,2.59,45.588116
391.135,2455.0,59.651634,86.0,0.054536,2.324793,0.0,2.59,45.588116
391.392,2466.0,59.651634,86.0,0.056475,2.329026,0.0,2.59,45.588116
391.728,2479.0,60.894377,86.0,0.103865,2.334611,0.0,2.59,45.588116
391.964,2486.0,60.273006,86.0,0.103865,2.338719,0.0,2.59,45.588116
392.232,2488.0,60.273006,86.0,0.103865,2.343191,0.0,2.59,45.588116
392.472,2623.0,60.273006,86.0,0.02622,2.34718,0.0,2.59,45.588116
392.736,2555.0,60.273006,86.0,-0.028084,2.351692,0.0,2.59,45.588116
392.994,2543.0,61.515748,86.0,0.055016,2.356024,0.0,2.59,45.588116
393.232,2542.0,61.515748,86.0,0.056692,2.359929,0.0,2.59,45.588116
393.475,2543.0,61.515748,86.0,0.056473,2.364078,0.0,2.59,45.588116
393.732,2617.0,61.515748,86.0,0.056924,2.368426,0.0,2.59,45.588116
393.96,2625.0,61.515748,86.0,0.0,2.372422,0.0,2.59,45.588116
394.233,2605.0,61.515748,86.0,0.0,2.377146,0.0,2.59,45.588116
394.477,2607.0,60.894377,86.0,-0.028277,2.381236,0.0,2.59,45.588116
394.739,2616.0,60.894377,86.0,-0.028112,2.385745,0.0,2.59,45.588116
394.993,2629.0,60.894377,86.0,-0.027407,2.390022,0.0,2.59,45.588116
395.243,2631.0,60.894377,86.0,-0.028046,2.394172,0.0,2.59,45.588116
395.475,2646.0,60.894377,86.0,0.0,2.39806,0.0,2.59,45.588116
395.768,2660.0,60.894377,86.0,0.0,2.403155,0.0,2.59,45.588116
396.008,2670.0,60.894377,86.0,0.0,2.407032,0.0,2.59,45.588116
396.253,2598.0,60.894377,86.0,0.0,2.411375,0.0,2.59,45.588116
396.492,2528.0,60.894377,86.0,0.0,2.415314,0.0,2.59,45.588116
396.748,2523.0,62.137119,86.0,0.057814,2.419681,0.0,2.59,45.588116
396.995,2523.0,62.137119,86.0,0.057366,2.424061,0.0,2.59,45.588116
397.316,2525.0,62.137119,86.0,0.053282,2.429561,0.0,2.59,45.588116
397.575,2529.0,62.137119,86.0,0.052299,2.433958,0.0,2.59,45.588116
397.819,2529.0,61.515748,86.0,-0.026455,2.438079,0.0,2.59,45.588116
398.1,2532.0,61.515748,86.0,-0.02564,2.443022,0.0,2.59,45.588116
398.34,2533.0,61.515748,86.0,-0.027659,2.447169,0.0,2.59,45.588116
398.596,2535.0,62.75849,86.0,-0.027659,2.451574,0.0,2.59,45.588116
398.837,2538.0,62.75849,86.0,0.055643,2.4557,0.0,2.59,45.588116
399.104,2540.0,62.137119,86.0,0.055643,2.460468,0.0,2.59,45.588116
399.344,2540.0,62.137119,86.0,0.028222,2.464441,0.0,2.59,45.588116
399.613,2538.0,61.515748,86.0,-0.055711,2.469178,0.0,2.59,45.588116
399.865,2540.0,61.515748,86.0,-0.05513,2.473487,0.0,2.59,45.588116
400.109,2538.0,62.75849,86.0,-0.05513,2.477724,0.0,2.59,45.588116
400.353,2540.0,62.75849,86.0,-0.05513,2.481958,0.0,2.59,45.588116
400.601,2538.0,62.137119,86.0,-0.05513,2.48616,0.0,2.59,45.588116
400.836,2538.0,62.137119,86.0,0.029164,2.490199,0.0,2.59,45.588116
401.115,2536.0,61.515748,86.0,-0.056281,2.495139,0.0,2.59,45.588116
401.356,2536.0,61.515748,86.0,-0.056468,2.499075,0.0,2.59,45.588116
401.611,2536.0,62.75849,86.0,-0.056468,2.503522,0.0,2.59,45.588116
401.844,2535.0,62.75849,86.0,-0.056468,2.507735,0.0,2.59,45.588116
402.145,2536.0,62.137119,86.0,-0.056468,2.512884,0.0,2.59,45.588116
402.421,2533.0,62.137119,86.0,0.026603,2.517598,0.0,2.59,45.588116
402.659,2535.0,62.137119,86.0,-0.027026,2.521718,0.0,2.59,45.588116
402.976,2529.0,62.137119,86.0,-0.025032,2.527155,0.0,2.59,45.588116
403.213,2528.0,62.137119,86.0,0.0,2.531368,0.0,2.59,45.588116
403.456,2521.0,61.515748,86.0,-0.027384,2.53537,0.0,2.59,45.588116
403.699,2517.0,61.515748,86.0,-0.027237,2.53952,0.0,2.59,45.588116
403.955,2511.0,61.515748,86.0,-0.028922,2.544013,0.0,2.59,45.588116
404.184,2509.0,61.515748,86.0,-0.029192,2.5478,0.0,2.59,45.588116
404.433,2506.0,61.515748,86.0,0.0,2.552184,0.0,2.59,45.588116
404.671,2503.0,61.515748,86.0,0.0,2.556104,0.0,2.59,45.588116
404.94,2501.0,61.515748,87.0,0.0,2.560893,0.0,2.59,45.588116
405.197,2494.0,61.515748,86.0,0.0,2.565082,0.0,2.59,45.588116
405.442,2488.0,61.515748,87.0,0.0,2.569456,0.0,2.59,45.588116
405.681,2533.0,61.515748,86.0,0.0,2.57352,0.0,2.59,45.588116
405.956,2545.0,61.515748,86.0,0.0,2.578098,0.0,2.59,45.588116
406.191,2516.0,60.894377,87.0,-0.028494,2.582119,0.0,2.59,45.588116
406.457,2513.0,60.894377,87.0,-0.027891,2.586822,0.0,2.59,45.588116
406.712,2582.0,60.894377,87.0,-0.027453,2.590927,0.0,2.59,45.588116
406.976,2585.0,60.894377,87.0,-0.027757,2.595547,0.0,2.59,45.588116
407.324,2580.0,60.273006,86.0,-0.024995,2.601159,0.0,2.59,45.588116
407.584,2578.0,59.651634,86.0,-0.050275,2.605738,0.0,2.59,45.588116
407.83,2576.0,59.651634,87.0,-0.050698,2.609765,0.0,2.59,45.588116
408.128,2576.0,59.651634,87.0,-0.049207,2.614654,0.0,2.59,45.588116
408.37,2582.0,59.651634,86.0,-0.027091,2.618677,0.0,2.59,45.588116
408.659,2501.0,59.651634,87.0,0.0,2.623552,0.0,2.59,45.588116
408.956,2453.0,59.651634,86.0,0.0,2.628581,0.0,2.59,45.588116
409.193,2446.0,60.894377,87.0,0.053193,2.632368,0.0,2.59,45.588116
409.464,2444.0,60.273006,87.0,0.053193,2.63688,0.0,2.59,45.588116
409.729,2442.0,60.273006,86.0,0.053193,2.641436,0.0,2.59,45.588116
409.995,2449.0,59.651634,86.0,0.0,2.645677,0.0,2.59,45.588116
410.309,2450.0,59.651634,86.0,-0.050746,2.650858,0.0,2.59,45.588116
410.543,2455.0,59.651634,87.0,-0.026246,2.654937,0.0,2.59,45.588116
410.807,2460.0,59.651634,87.0,-0.026279,2.659146,0.0,2.59,45.588116
411.145,2464.0,59.651634,86.0,0.0,2.664885,0.0,2.59,45.588116
411.407,2467.0,60.894377,87.0,0.051577,2.669133,0.0,2.59,45.588116
411.669,2473.0,60.894377,87.0,0.050335,2.673712,0.0,2.59,45.588116
411.921,2475.0,60.273006,86.0,0.050335,2.677827,0.0,2.59,45.588116
412.168,2476.0,60.273006,86.0,0.027669,2.681989,0.0,2.59,45.588116
412.411,2481.0,60.273006,87.0,-0.028216,2.686073,0.0,2.59,45.588116
412.672,2484.0,60.273006,87.0,-0.028243,2.690571,0.0,2.59,45.588116
412.921,2482.0,60.273006,87.0,0.0,2.694526,0.0,2.59,45.588116
413.176,2484.0,60.273006,87.0,0.0,2.698764,0.0,2.59,45.588116
413.405,2488.0,60.273006,87.0,0.0,2.702785,0.0,2.59,45.588116
413.672,2488.0,61.515748,87.0,0.056623,2.707219,0.0,2.59,45.588116
413.924,2492.0,61.515748,87.0,0.056456,2.711636,0.0,2.59,45.588116
414.164,2489.0,60.894377,87.0,0.056456,2.715293,0.0,2.59,45.588116
414.384,2492.0,60.894377,87.0,0.028918,2.719276,0.0,2.59,45.588116
414.656,2494.0,60.894377,87.0,-0.028788,2.723989,0.0,2.59,45.588116
414.919,2501.0,60.894377,87.0,-0.028467,2.728458,0.0,2.59,45.588116
415.184,2501.0,60.894377,87.0,0.0,2.733797,0.0,2.59,45.588116
415.517,2497.0,60.894377,87.0,0.0,2.738524,0.0,2.59,45.588116
415.756,2504.0,60.894377,87.0,0.0,2.742405,0.0,2.59,45.588116
415.999,2503.0,60.894377,87.0,0.0,2.746528,0.0,2.59,45.588116
416.237,2506.0,60.894377,87.0,0.0,2.750627,0.0,2.59,45.588116
416.513,2501.0,60.894377,87.0,0.0,2.755309,0.0,2.59,45.588116
416.765,2598.0,60.894377,87.0,0.0,2.759608,0.0,2.59,45.588116
417.029,2542.0,60.894377,87.0,0.0,2.764153,0.0,2.59,45.588116
417.273,2526.0,60.894377,87.0,0.0,2.768094,0.0,2.59,45.588116
417.536,2532.0,60.273006,87.0,-0.027673,2.772465,0.0,2.59,45.588116
417.781,2525.0,60.273006,87.0,-0.027881,2.776699,0.0,2.59,45.588116
418.036,2523.0,60.273006,87.0,-0.02812,2.780977,0.0,2.59,45.588116
418.28,2513.0,60.273006,87.0,-0.028106,2.785026,0.0,2.59,45.588116
418.535,2507.0,61.515748,87.0,0.056708,2.789423,0.0,2.59,45.588116
418.765,2503.0,61.515748,87.0,0.057566,2.793363,0.0,2.59,45.588116
419.028,2501.0,60.894377,87.0,0.057566,2.797664,0.0,2.59,45.588116
419.259,2489.0,60.894377,87.0,0.028937,2.801589,0.0,2.59,45.588116
419.528,2489.0,60.273006,87.0,-0.057083,2.806257,0.0,2.59,45.588116
419.772,2478.0,60.273006,87.0,-0.056276,2.810285,0.0,2.59,45.588116
420.061,2479.0,59.651634,87.0,-0.05482,2.815052,0.0,2.59,45.588116
420.299,2467.0,59.651634,87.0,-0.054487,2.818897,0.0,2.59,45.588116
420.556,2460.0,59.651634,87.0,-0.027549,2.823291,0.0,2.59,45.588116
420.795,2461.0,59.651634,87.0,-0.027667,2.828062,0.0,2.59,45.588116
421.085,2450.0,59.651634,87.0,0.0,2.831882,0.0,2.59,45.588116
421.365,2446.0,59.030263,87.0,-0.026568,2.836626,0.0,2.59,45.588116
421.591,2442.0,59.030263,87.0,-0.027357,2.840229,0.0,2.59,45.588116
421.885,2434.0,59.030263,87.0,-0.026007,2.845166,0.0,2.59,45.588116
422.136,2431.0,59.030263,87.0,-0.026943,2.849272,0.0,2.59,45.588116
422.388,2420.0,58.408892,87.0,-0.027694,2.85323,0.0,2.59,45.588116
422.636,2420.0,58.408892,86.0,-0.027113,2.857439,0.0,2.59,45.588116
422.905,2414.0,57.787521,86.0,-0.055544,2.861775,0.0,2.59,45.588116
423.132,2409.0,57.787521,86.0,-0.056908,2.865258,0.0,2.59,45.588116
423.4,2404.0,57.787521,86.0,-0.027993,2.869681,0.0,2.59,45.588116
423.64,2391.0,57.787521,86.0,-0.028203,2.873519,0.0,2.59,45.588116
423.904,2378.0,57.787521,86.0,0.0,2.877751,0.0,2.59,45.588116
424.144,2356.0,57.787521,86.0,0.0,2.881487,0.0,2.59,45.588116
424.4,2342.0,57.787521,86.0,0.0,2.885569,0.0,2.59,45.588116
424.628,2308.0,57.16615,86.0,-0.028666,2.889255,0.0,2.59,45.588116
424.925,2287.0,57.16615,86.0,-0.02776,2.893983,0.0,2.59,45.588116
425.161,2251.0,55.923407,86.0,-0.083623,2.897614,0.0,2.59,45.588116
425.408,2217.0,55.923407,86.0,-0.084332,2.901581,0.0,2.59,45.588116
425.663,2183.0,54.680665,86.0,-0.10949,2.905059,0.0,2.59,45.588116
425.888,2154.0,54.680665,86.0,-0.117573,2.909775,0.0,2.59,45.588116
426.188,2108.0,53.437923,86.0,-0.1103,2.913222,0.0,2.59,45.588116
426.436,2073.0,51.573809,86.0,-0.19283,2.916866,0.0,2.59,45.588116
426.68,2035.0,51.573809,86.0,-0.139313,2.920401,0.0,2.59,45.588116
426.933,1992.0,49.709695,86.0,-0.216869,2.923862,0.0,2.59,45.588116
427.177,1954.0,49.709695,86.0,-0.171877,2.927225,0.0,2.59,45.588116
427.421,1916.0,48.466953,86.0,-0.143774,2.930516,0.0,2.59,45.588116
427.688,1875.0,48.466953,86.0,-0.140413,2.934116,0.0,2.59,45.588116
427.942,1828.0,46.602839,86.0,-0.140449,2.937416,0.0,2.59,45.588116
428.232,1797.0,46.602839,86.0,-0.134232,2.941092,0.0,2.59,45.588116
428.481,1751.0,44.117355,86.0,-0.187143,2.944111,0.0,2.59,45.588116
428.736,1714.0,44.117355,86.0,-0.189365,2.947311,0.0,2.59,45.588116
429.001,1679.0,42.253241,86.0,-0.187187,2.950445,0.0,2.59,45.588116
429.269,1637.0,41.010499,86.0,-0.245745,2.953448,0.0,2.59,45.588116
429.507,1601.0,41.010499,86.0,-0.137936,2.956134,0.0,2.59,45.588116
429.765,1565.0,39.146385,86.0,-0.220221,2.958991,0.0,2.59,45.588116
430.003,1535.0,39.146385,86.0,-0.14125,2.961507,0.0,2.59,45.588116
430.283,1504.0,37.282272,86.0,-0.167549,2.964493,0.0,2.59,45.588116
430.515,1482.0,37.282272,86.0,-0.168601,2.966896,0.0,2.59,45.588116
430.782,1456.0,35.418158,86.0,-0.16711,2.969499,0.0,2.59,45.588116
431.02,1413.0,35.418158,86.0,-0.16719,2.971782,0.0,2.59,45.588116
431.289,1367.0,34.175416,86.0,-0.140839,2.974394,0.0,2.59,45.588116
431.62,1332.0,34.175416,87.0,-0.128163,2.977585,0.0,2.59,45.588116
431.863,1305.0,33.554044,87.0,-0.078573,2.979774,0.0,2.59,45.588116
432.111,1266.0,32.311302,87.0,-0.129812,2.982074,0.0,2.59,45.588116
432.352,1251.0,32.311302,87.0,-0.079916,2.984203,0.0,2.59,45.588116
432.607,1224.0,31.689931,87.0,-0.114832,2.986426,0.0,2.59,45.588116
432.861,1200.0,31.689931,87.0,-0.085184,2.988653,0.0,2.59,45.588116
433.124,1191.0,30.447188,87.0,-0.083906,2.990901,0.0,2.59,45.588116
433.36,1175.0,30.447188,87.0,-0.084285,2.992861,0.0,2.59,45.588116
433.62,1150.0,29.825817,87.0,-0.083895,2.994993,0.0,2.59,45.588116
433.852,1118.0,29.825817,87.0,-0.085748,2.996889,0.0,2.59,45.588116
434.119,1085.0,28.583075,87.0,-0.085362,2.999086,0.0,2.59,45.588116
434.372,1059.0,28.583075,87.0,-0.084012,3.001047,0.0,2.59,45.588116
434.616,1035.0,27.340332,87.0,-0.113731,3.00295,0.0,2.59,45.588116
434.855,1004.0,27.340332,87.0,-0.112869,3.004711,0.0,2.59,45.588116
435.14,993.0,26.718961,87.0,-0.083236,3.006848,0.0,2.59,45.588116
435.401,983.0,25.476219,87.0,-0.137696,3.008722,0.0,2.59,45.588116
435.645,981.0,25.476219,87.0,-0.082595,3.010438,0.0,2.59,45.588116
435.949,992.0,24.854848,87.0,-0.103574,3.012512,0.0,2.59,45.588116
436.183,980.0,24.854848,87.0,-0.081475,3.014133,0.0,2.59,45.588116
436.44,977.0,24.233476,87.0,-0.054498,3.01637,0.0,2.59,45.588116
436.785,990.0,24.233476,88.0,-0.049671,3.01823,0.0,2.59,45.588116
437.028,1128.0,24.233476,88.0,-0.026259,3.019869,0.0,2.59,45.588116
437.316,1160.0,24.233476,88.0,-0.024999,3.021793,0.0,2.59,45.588116
437.56,1264.0,24.233476,88.0,0.0,3.023391,0.0,2.59,45.588116
437.812,1452.0,23.612105,88.0,-0.027591,3.025099,0.0,2.59,45.588116
438.064,1639.0,23.612105,88.0,-0.027344,3.026676,0.0,2.59,45.588116
438.316,1701.0,23.612105,88.0,-0.028332,3.028342,0.0,2.59,45.588116
438.549,1694.0,23.612105,88.0,-0.028656,3.029881,0.0,2.59,45.588116
438.828,1667.0,23.612105,88.0,0.0,3.031672,0.0,2.59,45.588116
439.057,1710.0,23.612105,88.0,0.0,3.033203,0.0,2.59,45.588116
439.327,1853.0,24.854848,88.0,0.056011,3.035112,0.0,2.59,45.588116
439.568,1963.0,24.854848,88.0,0.055591,3.036723,0.0,2.59,45.588116
439.823,1989.0,24.854848,88.0,0.056909,3.038548,0.0,2.59,45.588116
440.077,2029.0,24.854848,88.0,0.055518,3.040243,0.0,2.59,45.588116
440.332,2057.0,24.854848,88.0,0.0,3.042075,0.0,2.59,45.588116
440.571,2078.0,24.854848,88.0,0.0,3.043694,0.0,2.59,45.588116
440.829,2101.0,26.718961,88.0,0.08452,3.045541,0.0,2.59,45.588116
441.072,2115.0,26.718961,88.0,0.085395,3.047434,0.0,2.59,45.588116
441.324,2137.0,26.718961,88.0,0.085585,3.04926,0.0,2.59,45.588116
441.547,2157.0,27.961704,88.0,0.145127,3.051468,0.0,2.59,45.588116
441.861,2150.0,27.961704,88.0,0.05489,3.053446,0.0,2.59,45.588116
442.148,2153.0,29.204446,88.0,0.105311,3.055797,0.0,2.59,45.588116
442.4,2171.0,29.204446,88.0,0.105391,3.057828,0.0,2.59,45.588116
442.665,2183.0,29.204446,88.0,0.05068,3.060014,0.0,2.59,45.588116
442.905,2207.0,29.204446,88.0,0.054271,3.061924,0.0,2.59,45.588116
443.173,2232.0,30.447188,88.0,0.055286,3.064155,0.0,2.59,45.588116
443.404,2256.0,30.447188,88.0,0.056369,3.066167,0.0,2.59,45.588116
443.685,2234.0,31.689931,88.0,0.111082,3.068654,0.0,2.59,45.588116
443.937,2158.0,32.932673,88.0,0.164709,3.070961,0.0,2.59,45.588116
444.155,2406.0,32.932673,88.0,0.115314,3.072852,0.0,2.59,45.588116
444.388,2536.0,32.932673,88.0,0.115177,3.074969,0.0,2.59,45.588116
444.657,2552.0,32.932673,88.0,0.058309,3.077537,0.0,2.59,45.588116
444.892,2571.0,32.932673,88.0,0.0,3.079642,0.0,2.59,45.588116
445.165,2585.0,32.932673,88.0,0.0,3.082145,0.0,2.59,45.588116
445.417,2602.0,34.796787,88.0,0.082586,3.084613,0.0,2.59,45.588116
445.683,2614.0,34.796787,88.0,0.08278,3.087196,0.0,2.59,45.588116
445.923,2627.0,36.039529,88.0,0.137402,3.089534,0.0,2.59,45.588116
446.203,2644.0,36.039529,88.0,0.136336,3.092379,0.0,2.59,45.588116
446.441,2659.0,37.282272,88.0,0.110674,3.09477,0.0,2.59,45.588116
446.696,2668.0,37.282272,88.0,0.111882,3.097461,0.0,2.59,45.588116
446.927,2691.0,38.525014,88.0,0.11281,3.099938,0.0,2.59,45.588116
447.228,2717.0,38.525014,88.0,0.110543,3.103093,0.0,2.59,45.588116
447.509,2740.0,38.525014,88.0,0.053049,3.106211,0.0,2.59,45.588116
447.749,2769.0,39.767756,88.0,0.107558,3.108849,0.0,2.59,45.588116
448.028,2781.0,39.767756,88.0,0.051455,3.111934,0.0,2.59,45.588116
448.28,2746.0,41.63187,88.0,0.134641,3.114949,0.0,2.59,45.588116
448.536,2600.0,41.63187,88.0,0.137891,3.117778,0.0,2.59,45.588116
448.776,2647.0,41.63187,88.0,0.082743,3.120468,0.0,2.59,45.588116
449.044,2437.0,41.63187,88.0,0.083643,3.123659,0.0,2.59,45.588116
449.284,2042.0,41.63187,88.0,0.0,3.126383,0.0,2.59,45.588116
449.551,2039.0,41.63187,88.0,0.0,3.12958,0.0,2.59,45.588116
449.792,2073.0,43.495983,88.0,0.083662,3.132348,0.0,2.59,45.588116
450.037,2096.0,43.495983,88.0,0.085583,3.135406,0.0,2.59,45.588116
450.288,2001.0,43.495983,88.0,0.084597,3.13839,0.0,2.59,45.588116
450.548,1872.0,42.874612,88.0,0.056823,3.14152,0.0,2.59,45.588116
450.789,1829.0,42.874612,88.0,-0.028422,3.144286,0.0,2.59,45.588116
451.056,1759.0,42.874612,88.0,-0.027812,3.147644,0.0,2.59,45.588116
451.356,1697.0,42.874612,88.0,-0.026533,3.151117,0.0,2.59,45.588116
451.596,1498.0,42.874612,88.0,0.0,3.15394,0.0,2.59,45.588116
451.896,1589.0,42.874612,88.0,0.0,3.157563,0.0,2.59,45.588116
452.137,1525.0,41.63187,88.0,-0.052401,3.160261,0.0,2.59,45.588116
452.381,1471.0,41.63187,88.0,-0.055244,3.16321,0.0,2.59,45.588116
452.635,1417.0,39.767756,89.0,-0.136248,3.166789,0.0,2.59,45.588116
452.947,1345.0,37.903643,89.0,-0.215481,3.169301,0.0,2.59,45.588116
453.197,1305.0,37.903643,89.0,-0.160305,3.171987,0.0,2.59,45.588116
453.455,1257.0,35.418158,89.0,-0.263807,3.174448,0.0,2.59,45.588116
453.721,1214.0,35.418158,89.0,-0.182634,3.177093,0.0,2.59,45.588116
453.976,1195.0,32.932673,89.0,-0.220331,3.179416,0.0,2.59,45.588116
454.239,1178.0,32.932673,89.0,-0.217475,3.181895,0.0,2.59,45.588116
454.48,1175.0,31.06856,89.0,-0.193445,3.183848,0.0,2.59,45.588116
454.736,1164.0,31.06856,89.0,-0.195447,3.186039,0.0,2.59,45.588116
454.965,1147.0,29.825817,89.0,-0.143161,3.187958,0.0,2.59,45.588116
455.238,1142.0,29.825817,89.0,-0.141803,3.190245,0.0,2.59,45.588116
455.472,1134.0,29.204446,89.0,-0.085655,3.192173,0.0,2.59,45.588116
455.732,1122.0,28.583075,89.0,-0.1137,3.194273,0.0,2.59,45.588116
455.969,1115.0,28.583075,89.0,-0.056436,3.196084,0.0,2.59,45.588116
456.264,1103.0,27.340332,89.0,-0.110378,3.19835,0.0,2.59,45.588116
456.505,1089.0,27.340332,89.0,-0.082285,3.200222,0.0,2.59,45.588116
456.744,1083.0,27.340332,90.0,-0.056002,3.20198,0.0,2.59,45.588116
456.993,1069.0,27.340332,89.0,-0.055302,3.203946,0.0,2.59,45.588116
457.248,1060.0,26.718961,89.0,-0.028786,3.205912,0.0,2.59,45.588116
457.593,1048.0,26.718961,90.0,-0.026042,3.208404,0.0,2.59,45.588116
457.849,1033.0,26.09759,89.0,-0.051258,3.210205,0.0,2.59,45.588116
458.088,1026.0,25.476219,90.0,-0.077618,3.211888,0.0,2.59,45.588116
458.332,1014.0,25.476219,89.0,-0.052291,3.213719,0.0,2.59,45.588116
458.597,1005.0,25.476219,89.0,-0.0564,3.215504,0.0,2.59,45.588116
458.829,995.0,25.476219,89.0,-0.0289,3.217125,0.0,2.59,45.588116
459.097,986.0,24.854848,89.0,-0.028076,3.21904,0.0,2.59,45.588116
459.348,974.0,24.854848,89.0,-0.02786,3.220727,0.0,2.59,45.588116
459.589,962.0,24.233476,89.0,-0.057117,3.222367,0.0,2.59,45.588116
459.844,944.0,24.233476,89.0,-0.055802,3.22415,0.0,2.59,45.588116
460.107,912.0,23.612105,89.0,-0.056078,3.225773,0.0,2.59,45.588116
460.335,868.0,23.612105,90.0,-0.057395,3.227288,0.0,2.59,45.588116
460.609,954.0,22.990734,89.0,-0.055532,3.229048,0.0,2.59,45.588116
460.852,1046.0,22.990734,89.0,-0.056201,3.230585,0.0,2.59,45.588116
461.096,974.0,21.126621,89.0,-0.114568,3.232118,0.0,2.59,45.588116
461.421,879.0,21.126621,89.0,-0.104375,3.234288,0.0,2.59,45.588116
461.744,793.0,19.262507,89.0,-0.149765,3.23566,0.0,2.59,45.588116
462.012,801.0,16.777022,89.0,-0.244303,3.236949,0.0,2.59,45.588116
462.288,728.0,16.777022,89.0,-0.166309,3.238228,0.0,2.59,45.588116
462.528,685.0,14.291537,89.0,-0.281461,3.23916,0.0,2.59,45.588116
462.773,667.0,14.291537,89.0,-0.220097,3.240173,0.0,2.59,45.588116
463.017,664.0,11.806053,89.0,-0.22547,3.240957,0.0,2.59,45.588116
463.28,739.0,9.320568,89.0,-0.342736,3.241616,0.0,2.59,45.588116
463.54,785.0,9.320568,89.0,-0.223766,3.242306,0.0,2.59,45.588116
463.788,753.0,6.835083,89.0,-0.335138,3.242764,0.0,2.59,45.588116
464.021,721.0,6.835083,89.0,-0.225656,3.243233,0.0,2.59,45.588116
464.3,695.0,4.349598,89.0,-0.222164,3.243567,0.0,2.59,45.588116
464.545,675.0,4.349598,89.0,-0.225577,3.243859,0.0,2.59,45.588116
464.808,690.0,3.106856,89.0,-0.166612,3.244088,0.0,2.59,45.588116
465.108,705.0,3.106856,89.0,-0.156328,3.244346,0.0,2.59,45.588116
465.344,721.0,2.485485,89.0,-0.081421,3.244507,0.0,2.59,45.588116
465.604,723.0,2.485485,89.0,-0.080209,3.244689,0.0,2.59,45.588116
465.856,714.0,1.864114,89.0,-0.054016,3.24482,0.0,2.59,45.588116
466.16,708.0,1.864114,89.0,-0.053869,3.244974,0.0,2.59,45.588116
466.444,708.0,1.864114,89.0,-0.025737,3.245126,0.0,2.59,45.588116
466.691,711.0,1.864114,89.0,-0.026067,3.24525,0.0,2.59,45.588116
466.964,716.0,1.864114,89.0,0.0,3.245426,0.0,2.59,45.588116
