t,rpm,rpm_x1000,speed_mph,coolant_c,avg_speed_mph,distance_miles,accel_g
0.0,1079.0,1.1,3.728227153424004,38.0,,,
0.20333349999998518,1085.0,1.1,3.728227153424004,38.0,3.7282271534240032,0.0001739123725774,
0.3261087999999859,1091.0,1.1,4.970969537898672,38.0,4.263250368975543,0.0003492119563416,
0.5809596000000283,1106.0,1.1,4.970969537898672,38.0,4.6002807055653925,0.0007194225652743,
0.7573409999999967,1119.0,1.1,4.970969537898672,38.0,4.688216341072011,0.0009611902254721,0.0748023687097305
0.9495863000000213,1133.0,1.1,4.349598345661337,38.0,4.622570273350122,0.001175647896838,0.0379569099914908
1.0726667000000134,1150.0,1.2,4.349598345661337,38.0,4.586011582371494,0.0013467131293523,-0.0379413979284098
1.2612490999999864,1170.0,1.2,4.349598345661337,38.0,4.55239680967212,0.001558429587183,-0.0416373475711414
1.3769530999999802,1178.0,1.2,4.349598345661337,38.0,4.5346148422580494,0.0017015381387972,-0.0457148115094879
1.492815300000018,1185.0,1.2,4.349598345661337,38.0,4.520996145878228,0.0018312204468956,0.0
1.5980331999999748,1190.0,1.2,4.349598345661337,38.0,4.509260863321839,0.0019607134266439,0.0
1.7092900999999756,1199.0,1.2,4.349598345661337,38.0,4.498837290379763,0.0020928102451129,0.0
1.8168003000000112,1207.0,1.2,4.349598345661337,38.0,4.490019997971408,0.0022198617711453,0.0
1.9129702999999836,1211.0,1.2,4.349598345661337,38.0,4.48201713671867,0.0023498255949145,0.0
2.0254825999999753,1207.0,1.2,4.349598345661337,38.0,4.475173147545437,0.0024741104139326,0.0
2.13317219999999,1211.0,1.2,4.349598345661337,38.0,4.468623333554706,0.0026064376402918,0.0
2.25343220000002,1218.0,1.2,4.349598345661337,38.0,4.46202431657259,0.0027553515766534,0.0
2.365144999999984,1227.0,1.2,4.349598345661337,38.0,4.456943019961262,0.0028824933568515,0.0
2.472259699999995,1232.0,1.2,4.349598345661337,38.0,4.452149035970392,0.0030139971800794,0.0
2.581722500000012,1237.0,1.2,4.349598345661337,38.0,4.447621143526183,0.0031500135907687,0.0
2.697337800000014,1238.0,1.2,5.592340730136005,38.0,4.495300752709262,0.0033221562464098,0.1276192522036127
2.8044247999999925,1239.0,1.2,5.592340730136005,38.0,4.5396581423796105,0.0034963062416874,0.128963136299452
2.9137908000000152,1245.0,1.2,5.592340730136005,38.0,4.57786293695142,0.0036585078903094,0.1283055728599775
3.0334316000000285,1250.0,1.2,5.592340730136005,39.0,4.624283960079798,0.0038728209893113,0.1254145659695499
3.1613247999999885,1245.0,1.2,6.835083114610673,39.0,4.709584638169921,0.0041025513604715,0.1220958792401425
3.280897999999979,1235.0,1.2,6.835083114610673,39.0,4.78899359282749,0.0043336301416394,0.1188963004026166
3.4224952000000144,1229.0,1.2,6.835083114610673,39.0,4.885730691336835,0.0046405705609794,0.1113631034467089
3.5653092000000015,1224.0,1.2,6.835083114610673,39.0,4.948803803288181,0.004857652610836,0.1065111610659971
3.6855218000000036,1227.0,1.2,6.21371192237334,39.0,4.995144204434237,0.0050895989124899,-0.0540358879591031
3.8222306999999773,1235.0,1.2,6.21371192237334,39.0,5.037105981577247,0.0053153913955002,-0.0523254005540363
3.948481500000014,1239.0,1.2,6.21371192237334,39.0,5.072035999929139,0.0055160053999918,-0.0538520686955116
4.060470699999996,1238.0,1.2,5.592340730136005,39.0,5.086752010703407,0.0056930279942911,-0.1144089367226572
4.185717000000011,1230.0,1.2,5.592340730136005,39.0,5.10187648605447,0.0058860333430543,-0.0566287928402711
4.302528199999983,1227.0,1.2,5.592340730136005,39.0,5.11512121211249,0.0060650985398053,-0.0589748028263691
4.409425999999996,1230.0,1.2,5.592340730136005,39.0,5.129219682595081,0.0062669598261431,-0.0614508912905957
4.573604900000021,1221.0,1.2,6.835083114610673,39.0,5.19669001560042,0.0066108693114157,0.1104017247749146
4.756362200000012,1214.0,1.2,6.835083114610673,39.0,5.250779871486709,0.0069077302615227,0.0992751725958547
4.949143300000003,1214.0,1.2,6.835083114610673,39.0,5.314984648584611,0.0072875267810983,0.0876114719885075
5.125376700000004,1219.0,1.2,6.21371192237334,39.0,5.349361997937517,0.0076263803415829,0.0395634089896106
5.4120894000000135,1230.0,1.2,6.21371192237334,39.0,5.389804585900779,0.0080612190087665,-0.0337817220956356
5.540891799999997,1235.0,1.2,6.21371192237334,39.0,5.408386498635878,0.0082756550702232,-0.0361050070641022
5.656956600000001,1239.0,1.2,6.21371192237334,39.0,5.425412430590528,0.0084810101369115,-0.0400182510847111
5.785637000000008,1252.0,1.3,6.21371192237334,39.0,5.443847016412176,0.0087135967960996,0.0
5.913110000000017,1260.0,1.3,6.21371192237334,39.0,5.460010815922725,0.0089268948852589,0.0
6.032668699999988,1271.0,1.3,6.21371192237334,39.0,5.474993949124842,0.0091329493397447,0.0
6.1575791999999865,1281.0,1.3,6.21371192237334,39.0,5.489685270966816,0.0093432714060994,0.0
6.3012454000000275,1289.0,1.3,6.21371192237334,39.0,5.506842042218493,0.0095999553579318,0.0
6.430469700000003,1303.0,1.3,6.21371192237334,40.0,5.522393695068815,0.0098436333202983,0.0
6.5612156000000255,1305.0,1.3,6.21371192237334,40.0,5.5354162654319525,0.0100562791423089,0.0
6.697249899999974,1314.0,1.3,6.21371192237334,40.0,5.549368012946671,0.0102933476138241,0.0
6.831844400000023,1322.0,1.3,6.21371192237334,40.0,5.56123449555575,0.010502961834829,0.0
6.96437259999999,1330.0,1.3,7.456454306848007,40.0,5.597324580244908,0.0107763320196165,0.1061071230761174
7.080983600000025,1342.0,1.3,7.456454306848007,40.0,5.62851594365558,0.011021292285,0.1089926673458081
7.205073700000014,1344.0,1.3,7.456454306848007,40.0,5.660728807750613,0.0112832072847349,0.1115562144212146
7.380158199999983,1355.0,1.4,6.835083114610673,40.0,5.692526010228288,0.0116623607369075,0.0516591965412835
7.533002699999997,1368.0,1.4,6.835083114610673,40.0,5.713844417486702,0.0119286060207002,-0.0498134822253513
7.685348799999986,1381.0,1.4,6.835083114610673,40.0,5.734062315454994,0.0121906327291672,-0.0468681028631331
7.790460100000018,1389.0,1.4,6.835083114610673,40.0,5.749795770456972,0.0124012951170718,-0.0483876126273142
